0,134,Leander Dendoncker,Aston Villa,1,50,0.5,0.7,0.3,0
0,135,Moussa Diaby,Aston Villa,5,38.6,0.11,5.2,-0.2,0
0,136,Amad Diallo,Manchester Utd,0,100,0,0.1,-0.1,0
0,137,Amadou Diallo,Newcastle Utd,0,0,0,0,0,0
0,138,RÃºben Dias,Manchester City,0,43.8,0,1.1,-1.1,0
0,139,Luis DÃ­az,Liverpool,8,32.5,0.1,10.3,-2.3,0
0,140,Eric Dier,Tottenham,0,0,0,0,0,0
0,141,Lucas Digne,Aston Villa,1,23.5,0.06,0.9,0.1,0
0,142,Issa Diop,Fulham,0,25,0,0.2,-0.2,0
0,143,Axel Disasi,Chelsea,2,26.7,0.13,1.5,0.5,0
0,144,Ben Doak,Liverpool,0,0,0,0,0,0
0,145,Lewis Dobbin,Everton,1,40,0.2,0.3,0.7,0
0,146,Matt Doherty,Wolves,1,28.6,0.14,0.7,0.3,0
0,147,Jeremy Doku,Manchester City,2,30.8,0.05,1.6,0.4,0
0,148,NicolÃ¡s DomÃ­nguez,Nott ham Forest,2,28.6,0.1,1.3,0.7,0
0,149,Jamie Donley,Tottenham,0,0,0,0,0,0
0,150,Gabriel Dos Santos,Arsenal,4,35.7,0.14,4,0,0
0,151,Abdoulaye DoucourÃ©,Everton,6,45,0.15,6.7,-0.7,0
0,152,Cheick DoucourÃ©,Crystal Palace,0,33.3,0,0.3,-0.3,0
0,153,Alfie Doughty,Luton Town,1,18.2,0.05,1.1,-0.1,0
0,154,Tommy Doyle,Wolves,0,27.3,0,0.4,-0.4,0
0,155,Radu DrÄƒguÈ™in,Tottenham,0,0,0,0.1,-0.1,0
0,156,Martin DÃºbravka,Newcastle Utd,0,0,0,0,0,0
0,157,Paul Dummett,Newcastle Utd,0,0,0,0,0,0
0,158,Lewis Dunk,Brighton,3,35.5,0.1,3,0,0
0,159,Jhon DurÃ¡n,Aston Villa,3,35.7,0.21,1.5,1.5,0
0,160,Ederson,Manchester City,0,0,0,0,0,0
0,161,Odsonne Ã‰douard,Crystal Palace,7,36.7,0.14,6.2,0.8,0
0,162,John Egan,Sheffield Utd,0,33.3,0,0.2,-0.2,0
0,163,Hjalmar Ekdal,Burnley,0,50,0,0.1,-0.1,0
0,164,Anthony Elanga,Nott ham Forest,5,41.2,0.1,6.5,-1.5,0
0,165,Harvey Elliott,Liverpool,2,31.3,0.06,1.4,0.6,0
0,166,Mohamed Elneny,Arsenal,0,50,0,0.1,-0.1,0
0,167,Emerson,Tottenham,1,60,0.2,0.2,0.8,0
0,168,Julio Enciso,Brighton,0,37.5,0,0.7,-0.7,0
0,169,Wataru Endo,Liverpool,1,25,0.13,0.3,0.7,0
0,170,Christian Eriksen,Manchester Utd,1,44.4,0.11,0.7,0.3,0
0,171,Maxime EstÃ¨ve,Burnley,0,0,0,0.2,-0.2,0
0,172,Pervis EstupiÃ±Ã¡n,Brighton,2,54.5,0.18,1,1,0
0,173,Jonny Evans,Manchester Utd,0,0,0,0.1,-0.1,0
0,174,Eberechi Eze,Crystal Palace,6,38.6,0.09,6.2,-0.2,0
0,175,Åukasz FabiaÅ„ski,West Ham,0,0,0,0,0,0
0,176,Romain Faivre,Bournemouth,0,0,0,0.1,-0.1,0
0,177,Ansu Fati,Brighton,2,43.5,0.09,3.3,-1.3,0
0,178,Felipe,Nott ham Forest,0,0,0,0.1,-0.1,0
0,179,Evan Ferguson,Brighton,6,60.6,0.18,4.6,1.4,0
0,180,Bruno Fernandes,Manchester Utd,6,37.2,0.05,8,-2,0
0,181,Enzo FernÃ¡ndez,Chelsea,3,29.5,0.05,6.1,-3.1,0
0,182,John Fleck,Sheffield Utd,0,0,0,0,0,0
0,183,Mark Flekken,Brentford,0,0,0,0,0,0
0,184,Phil Foden,Manchester City,14,42.2,0.16,9,5,0
0,185,Wes Foderingham,Sheffield Utd,0,0,0,0,0,0
0,186,Pablo Fornals,West Ham,0,42.9,0,0.3,-0.3,0
0,187,Omari Forson,Manchester Utd,0,0,0,0,0,0
0,188,Lyle Foster,Burnley,4,43.5,0.17,2.6,1.4,0
0,189,Matheus FranÃ§a,Crystal Palace,0,25,0,0.4,-0.4,0
0,190,Nathan Fraser,Wolves,0,66.7,0,0.3,-0.3,0
0,191,Cody Gakpo,Liverpool,6,37.8,0.13,6.3,-0.3,0
0,192,Conor Gallagher,Chelsea,3,35,0.08,3,0,0
0,193,Idrissa Gana Gueye,Everton,1,15,0.05,1.1,-0.1,0
0,194,Alejandro Garnacho,Manchester Utd,7,26,0.1,6.4,0.6,0
0,195,James Garner,Everton,1,30.3,0.03,2.3,-1.3,0
0,196,Saman Ghoddos,Brentford,1,22.2,0.11,0.3,0.7,0
0,197,Morgan Gibbs-White,Nott ham Forest,4,19.3,0.05,5.8,-1.8,0
0,198,Bryan Gil,Tottenham,0,33.3,0,0.7,-0.7,0
0,199,Alfie Gilchrist,Chelsea,0,0,0,0.1,-0.1,0
0,200,Billy Gilmour,Brighton,0,21.7,0,0.9,-0.9,0
0,201,Ben Godfrey,Everton,0,30,0,1.4,-1.4,0
0,202,AndrÃ© Gomes,Everton,1,57.1,0.14,0.3,0.7,0
0,203,JoÃ£o Gomes,Wolves,2,30,0.1,1.3,0.7,0
0,204,Toti Gomes,Wolves,0,28.6,0,1,-1,0
0,205,Joe Gomez,Liverpool,0,5.9,0,0.7,-0.7,0
0,206,Sergio GÃ³mez,Manchester City,0,0,0,0.2,-0.2,0
0,207,Anthony Gordon,Newcastle Utd,9,36.8,0.12,8.4,0.6,0
0,208,Kaide Gordon,Liverpool,0,0,0,0,0,0
0,209,Daniel Gore,Manchester Utd,0,0,0,0,0,0
0,210,Ryan Gravenberch,Liverpool,0,41.2,0,1.6,-1.6,0
0,211,Ivo GrbiÄ‡,Sheffield Utd,0,0,0,0,0,0
0,212,Jack Grealish,Manchester City,3,22.7,0.14,2.1,0.9,0
0,213,Pascal GroÃŸ,Brighton,4,33.3,0.07,5.4,-1.4,0
0,214,Marc GuÃ©hi,Crystal Palace,0,0,0,0.6,-0.6,0
0,215,Bruno GuimarÃ£es,Newcastle Utd,4,30.6,0.11,3.2,0.8,0
0,216,Malo Gusto,Chelsea,0,18.2,0,0.7,-0.7,0
0,217,JoÅ¡ko Gvardiol,Manchester City,0,33.3,0,1.4,-1.4,0
0,218,Erling Haaland,Manchester City,19,44.1,0.17,21.8,-2.8,0
0,219,Antwoine Hackford,Sheffield Utd,0,0,0,0,0,0
